1394,Кукурузная кашка Heinz тыква чернослив морковочка молочная,12.90,6.40,71.20,394
1395,Кукурузная крупа,8.30,1.20,75.00,337
1396,Кукурузная крупа Makfa,8.30,1.20,71.00,328
1397,Кукурузная крупа Makfa в пакетиках,8.30,1.20,71.00,328
1398,Кукурузная манка Гарнец безглютеновая,23.00,1.60,50.80,314
1399,Кукурузные палочки,8.30,1.20,75.00,325
1400,Кукурузные палочки сладкие,4.70,13.00,82.90,467
1401,Кукурузные хлопья,6.90,2.50,83.60,363
1402,Кукурузные хлопья Алтайская сказка,8.30,1.20,75.00,325
1403,Кукурузные хлопья На здоровье Кунцево,6.50,1.00,89.00,390
1404,Кулич пасхальный магазинный,5.50,15.80,43.30,331
1405,Кумжа,16.70,3.60,,104
1406,Кумкват,1.90,0.90,9.40,71
1407,Кумкват сушёный,3.80,,80.10,284
1408,Кумыс из кобыльего молока,2.10,1.90,5.00,50
1409,Кумыс из коровьего молока,3.00,0.10,6.30,41
1410,Кумыс из коровьего молока обезжиренный,1.50,0.10,2.10,15
1411,Кунжут,19.40,48.70,12.20,565
1412,Кунжут чёрный,19.40,48.40,12.20,565
1413,Купырь (кервель),3.20,0.30,7.30,45
1414,Курага,5.20,0.30,51.00,215
1415,Куриная голень,18.00,14.00,,198
1416,Куриная голень вареная без кожи,27.00,5.60,,158
1417,Куриная грудка,23.60,1.90,0.40,113
1418,Куриная грудка вареная,29.80,1.80,0.50,137
1419,Куриная грудка копченая,18.00,5.00,,117
1420,Куриная грудка на пару,23.60,1.90,,113
1421,Куриная кожа,18.00,15.60,,212
1422,Куриная печень,19.10,6.30,0.60,136
1423,Куриная печень вареная,25.90,6.20,2.00,166
1424,Куриная печень жареная,30.80,8.90,2.00,210
1425,Куриное мясо в собственном соку,16.00,20.00,,240
1426,Куриное сердце,15.80,10.30,0.80,159
1427,Куриное сердце вареное,20.00,10.90,1.10,182
1428,Куриное филе,23.10,1.20,,110
1429,Куриное филе Агрокомплекс,21.00,5.00,,129
1430,Куриное филе вареное,30.40,3.50,,153
1431,Куриное филе сыровяленое,52.80,9.00,,292
1432,Куриное филе-медальон Мираторг,13.30,8.10,15.50,188
1433,Куриные бедра,21.30,11.00,0.10,185
1434,Куриные желудки,18.20,4.20,0.60,114
1435,Куриные крылышки,19.20,12.20,,186
1436,Куриные крылышки копченые,29.90,19.50,,290
1437,Куриные лапки,19.40,14.60,0.20,215
1438,Куриные ножки маринованные,17.00,14.00,1.70,200
1439,Куриные окорочка,16.80,10.20,,158
1440,Куриные окорочка копченые,10.00,20.00,,220
1441,Куриные потроха,18.30,5.20,1.40,130
1442,Куриные фрикадельки Веснушки,13.80,8.70,7.60,164
1443,Куриный рулет,16.00,26.00,,310
1444,Куриный суповой набор,16.50,12.60,0.40,181
1445,Куриный фарш,17.40,8.10,,143
1446,Куриный фарш жирный,21.30,11.00,0.10,185
1447,Куриный фонарик копчено-вареный,11.00,5.00,2.00,97
1448,Курица,16.00,14.00,,190
1449,Курица 1 крыло KFC,16.60,20.70,15.40,314
1450,Курица 1 ножка KFC,21.40,12.60,10.10,239
1451,Курица 1 стрипс оригинальный,24.50,15.20,13.70,290
1452,Курица 1 стрипс острый,22.30,10.30,15.80,245
1453,Курица Байтсы Острые,23.50,11.90,16.60,268
1454,Курица Байтсы Терияки,15.10,8.90,26.00,244
1455,Курица вареная (без кожи),25.20,7.40,,170
1456,Курица жареная,26.00,12.00,,210
1457,Курица копченая,27.50,8.20,,184
1458,Куркума,12.70,13.80,58.20,325
1459,Куркума (корень),12.70,13.80,58.20,325
1460,Куропатка,18.00,20.00,0.50,254
1461,Куропатка жареная,29.00,8.00,,250
1462,Кус-кус приготовленный,3.80,0.20,21.80,112
1463,Кус-кус сухой,12.80,0.60,72.40,376
1464,Кускус Агро-Альянс,12.00,2.50,75.00,370
1465,Кэроб,4.60,0.70,89.00,222
1466,Лаванда,4.00,0.70,0.20,23
1467,Лаваш армянский,7.90,1.00,47.60,236
1468,Лаваш армянский Чёрная Каракатица,7.20,0.80,48.30,229
1469,Лаваш кавказский,8.10,0.70,57.10,274
1470,Лаваш Фитнес отрубной,5.20,0.40,33.30,147
1471,Лаваш шпинатный,7.20,0.80,48.30,220
1472,Лавровый лист,7.60,8.40,48.70,313
1473,Лагенария,0.60,,3.40,15
1474,Лайм,0.90,0.10,3.00,16
1475,Лаймовый сок,,,8.20,25
1476,Лангет,15.70,11.60,,167
1477,Лангуст (мясо шеек),17.50,2.00,,88
1478,Лангустин,20.60,1.50,2.40,112
1479,Лапша Buitoni La Rasagnole Феттучине,13.50,4.00,69.00,370
1480,Лапша Buitoni Тальятелле Гнезда,13.50,4.00,69.00,370
1481,Лапша Buitoni Феттучине Гнезда,11.50,1.90,71.80,350
1482,Лапша SanBonsai гречневая Soba,10.00,0.50,62.00,294
1483,Лапша SanBonsai пшеничная Udon,12.00,1.00,65.00,358
1484,Лапша SanBonsai яичная Egg,9.00,15.00,68.00,440
1485,Лапша гречневая SOBA,14.70,0.90,70.50,348
1486,Лапша домашняя,12.00,3.70,60.10,322
1487,Лапша Доширак со вкусом говядины,7.00,18.00,63.00,440
1488,Лапша Доширак со вкусом курицы,9.00,19.00,62.00,460
1489,Лапша рамен,10.40,1.10,69.70,337
1490,Лапша рисовая Midori крупная,0.10,1.20,84.90,330
1491,Лапша рисовая Сэн Сой,7.00,,79.00,344
1492,Лапша Роллтон,8.80,20.70,56.70,448
1493,Лапша удон,10.40,1.10,69.70,337
1494,Лапша харусаме,,,88.10,352
1495,Лебеда садовая сушеная,14.10,6.10,64.20,368
1496,Ледяная рыба,17.70,2.20,,90
1497,Лемонема,15.90,0.40,,67
1498,Лепешка узбекская с кунжутом,7.90,0.80,50.40,245
1499,Лепёшка ржаная,8.00,18.30,44.20,376
1500,Лесные грибы Hortex,2.20,0.70,3.90,35
1501,Лесные грибы Hortex с картошкой,2.60,1.50,5.50,51
1502,Летрин,20.20,0.40,,84
1503,Летучая рыба,15.50,1.80,,87
1504,Лецитин,6.00,97.00,4.00,913
1505,Лечо Бондюэль в томатном соусе замороженное,1.30,0.90,5.40,35
1506,Лечо Бондюэль консервированное,1.50,0.30,17.00,65
1507,Лещ вяленый,42.00,5.90,,221
1508,Лещ горячего копчения,32.80,4.50,,172
1509,Лещ морской,21.30,6.40,,105
1510,Лещ отварной,20.90,4.70,,126
1511,Лещ свежий,17.10,4.10,,105
1512,Лещ холодного копчения,29.70,4.60,,160
1513,Ликер Grand Marnier,,,20.00,197
1514,Ликёр Amaretto,,,35.00,280
1515,Ликёр Amarula,3.00,13.00,25.00,327
1516,Ликёр Baileys,3.00,13.00,25.00,327
1517,Ликёр Becherovka,,,6.40,248
1518,Ликёр Blue Curacao,,,46.00,236
1519,Ликёр Brogans,2.70,7.30,32.70,241
1520,Ликёр Campari,,,12.00,112
1521,Ликёр Cointreau,,,20.00,197
1522,Ликёр Don Amaretto Milano,,,35.00,280
1523,Ликёр Drambuie,,,40.00,299
1524,Ликёр Frangelico,,0.70,19.00,63
1525,Ликёр Galliano,,,6.40,248
1526,Ликёр Irish Mist,,,6.40,248
1527,Ликёр Jagermeister,,,13.20,246
1528,Ликёр Kahlua,0.60,0.70,41.70,291
1529,Ликёр Limoncello,,,30.00,325
1530,Ликёр Malibu,,,20.00,197
1531,Ликёр Maraschino,,,40.00,299
1532,Ликёр Midori,,,39.00,140
1533,Ликёр Mozart,1.20,7.80,34.00,332
1534,Ликёр Sambuca,,,40.00,240
1535,Ликёр Sheridans,1.40,7.00,39.00,315
1536,Ликёр Southern Comfort,,,31.00,112
1537,Ликёр Vana Tallinn,,,39.00,140
1538,Ликёр Wild Africa,2.70,7.30,32.60,241
1539,Ликёр Xuxu,,,29.00,166
1540,Лимон,0.90,0.10,3.00,16
1541,Лимон маринованный,0.40,0.30,6.50,21
1542,Лимон японский (Юзу),0.50,0.10,7.00,21
1543,Лимонад,,,6.40,26
1544,Лимонад диетический,,,,2
1545,Лимонелла,17.60,1.00,,79
1546,Лимонная кислота,,,,
1547,Лимонник,1.00,,1.90,11
1548,Лимонный сок,0.90,0.10,3.00,16
1549,Лингуине,12.00,1.20,71.00,350
1550,Линь,7.00,1.80,,40
1551,Лисички свежие,1.60,1.10,2.20,20
1552,Лисички сушёные,22.30,7.60,24.20,261
1553,Листы для лазаньи,12.00,1.50,72.20,350
1554,Листы для лазаньи Barilla,12.00,1.50,72.20,350
1555,Листы для лазаньи Buitoni,11.50,1.90,71.80,350
1556,Листья алоэ,,,5.00,20
1557,Листья амаранта,2.50,0.30,4.00,23
1558,Листья винограда,5.60,2.10,6.30,93
1559,Листья винограда консервированные,4.30,2.00,11.70,69
1560,Листья вишни,,,0.10,1
1561,Листья карри,16.80,8.30,17.50,203
1562,Листья смородины,0.10,,0.10,1
1563,Листья хрена,9.40,1.40,6.20,64
1564,Личи,0.80,0.30,14.40,65
1565,Лоби 4 сезона зелёный нарезанный,3.10,0.30,3.10,28
1566,Лобстер,18.80,0.90,0.50,90
1567,Логанова ягода,1.50,0.30,7.70,55
1568,Лонган,1.30,0.10,14.00,60
1569,Лопух (репейник) корень,1.50,0.10,14.00,72
1570,Лопух (репейник) листья,1.80,0.20,3.70,19
1571,Лососевый фарш,19.00,6.00,,130
1572,Лосось консервированный,20.60,6.30,,144
1573,Лосось копчёный,21.50,8.40,,162
1574,Лосось Королевский свежий,20.30,11.70,,187
1575,Лосось маринованный,21.00,17.00,,237
1576,Лосось с гриля,20.70,22.30,0.60,283
1577,Лосось свежий,19.80,6.30,,142
1578,Лосось солёный,23.00,13.00,,209
1579,Лосось соте,21.10,31.40,4.10,379
1580,Лосятина,21.40,1.70,,101
1581,Лотос (корень),2.60,0.10,12.30,74
1582,Лук душистый джусай,1.40,0.20,8.20,41
1583,Лук зелёный,1.30,,4.60,19
1584,Лук красный,1.40,,9.10,42
1585,Лук красный маринованный,0.90,0.10,2.80,19
1586,Лук маринованный,0.90,0.10,2.80,19
1587,Лук порей,2.00,,8.20,33
1588,Лук репчатый,1.40,,10.40,47
1589,Лук репчатый 4 сезона нарезанный,1.20,0.20,8.60,38
1590,Лук репчатый сушеный,8.40,2.80,42.60,219
1591,Лук-чеснок рокамболь,6.40,0.50,31.00,149
1592,Лук-шалот,2.50,0.10,16.80,72
1593,Лукма,2.00,2.10,75.60,380
1594,Лукума,0.10,0.10,7.90,32
1595,Луми,0.90,0.10,3.00,30
1596,Луфарь,19.70,3.40,,109
1597,Льняная каша с кунжутом,34.00,14.00,12.00,312
1598,Льняные отруби Dr. Dias,30.00,10.00,10.00,250
1599,Льняные отруби Dr. Dias с семечкой,30.00,10.00,10.00,250
1600,Любисток,3.70,0.40,7.60,20
1601,Любисток (корень),3.70,0.40,7.60,20
1602,Люффа,1.20,0.20,4.40,20
1603,Люцерна,0.20,0.70,4.00,23
1604,Лягушачьи лапки,16.40,0.30,,73
1605,Лёд колотый,,,,
1606,Маболо,0.50,0.40,15.30,67
1607,Магический фрукт,,,7.70,30
1608,Майонез Calve Легкий,0.80,25.00,6.50,254
1609,Майонез Calve Экстра Легкий,1.00,8.00,10.00,110
1610,Майонез Диетический,1.40,20.00,4.40,204
1611,Майонез Домашний (готовый),5.30,58.70,4.50,568
1612,Майонез Европейский,1.40,72.00,2.60,665
1613,Майонез Любительский,3.10,47.00,3.00,449
1614,Майонез Лёгкий,0.30,30.00,5.20,299
1615,Майонез Махеевъ Провансаль,0.60,40.00,1.80,369
1616,Майонез Махеевъ Салатный,0.60,25.00,1.90,235
1617,Майонез на соевом молоке,8.70,30.00,1.70,311
1618,Майонез Провансаль,3.10,67.00,2.60,624
1619,Майонез Слобода на перепелиных яйцах,,67.00,2.20,616
1620,Майонез Слобода Оливковый,3.00,67.00,2.80,627
1621,Майонез Слобода Постный,,56.00,2.90,520
1622,Майонез Слобода Провансаль,3.00,67.00,2.80,627
1623,Майонез Слобода с лимонным соком,0.40,67.00,4.50,623
1624,Майонез Слобода Сметанный,0.40,67.00,2.10,613
1625,Майонез столовый молочный,2.40,67.00,3.90,627
1626,Майонез японский,4.30,10.20,5.80,134
1627,Майоран,12.70,7.00,60.60,271
1628,Мак,17.50,47.50,2.00,505
1629,Макароны Barilla Colezione Mezze Penne Tricolore,12.00,2.00,71.70,353
1630,Макароны Buitoni Бантики трехцветные,11.70,1.70,71.30,347
1631,Макароны Buitoni Каннеллони крупные,11.50,1.90,71.80,350
1632,Макароны Buitoni Спиральки трехцветные,11.70,1.70,71.30,347
1633,Макароны Makfa,10.40,1.10,71.50,344
1634,Макароны Makfa гречневые,14.10,1.00,70.90,350
1635,Макароны Makfa Станичные (перья любительские),16.30,1.60,69.20,356
1636,Макароны Makfa Станичные (спирали),16.30,1.60,69.20,356
1637,Макароны Makfa цельнозерновые,13.90,1.40,73.10,361
1638,Макароны Makfa Экспресс,12.00,1.30,70.50,342
1639,Макароны вареные с жиром,3.40,5.00,19.00,135
1640,Макароны высшего сорта,10.40,1.10,69.70,337
1641,Макароны высшего сорта вареные,3.50,0.40,23.20,112
1642,Макароны запеченные с яйцом,4.60,8.30,14.80,152
1643,Макароны из полбы цельнозерновые,16.90,2.40,67.80,361
1644,Макароны молочные,11.50,2.90,67.10,345
1645,Макароны первого сорта,10.70,1.30,68.40,335
1646,Макзавтрак Блины с джемом,7.00,3.00,57.00,303
1647,Макзавтрак Блины с мёдом,7.00,3.00,59.00,308
1648,Макзавтрак Блины стандартные,7.00,3.00,45.00,235
1649,Макзавтрак двойной МакМаффин с яйцом и свиной котлетой,36.00,41.00,31.00,645
1650,Макзавтрак двойной Фреш МакМаффин,27.00,35.00,33.00,560
1651,Макзавтрак МакМаффин с яйцом и беконом,17.00,14.00,27.00,310
1652,Макзавтрак МакМаффин с яйцом и свиной котлетой,24.00,25.00,27.00,435
1653,Макзавтрак МакМаффин с яйцом и сыром,15.00,11.00,27.00,275
1654,Макзавтрак МакМаффин со свиной котлетой,17.00,20.00,27.00,360
1655,Макзавтрак МакТост,10.00,10.00,30.00,255
1656,Макзавтрак МакТост с ветчиной,14.00,11.00,30.00,280
1657,Макзавтрак Овсяная каша с джемом,4.00,4.00,35.00,200
1658,Макзавтрак Овсяная каша с клюквой и изюмом,4.30,4.00,38.00,212
1659,Макзавтрак Овсяная каша с мёдом,4.00,4.00,35.00,210
1660,Макзавтрак Овсяная каша стандартная,4.00,4.00,23.00,150
1661,Макзавтрак Снек Ролл с омлетом и беконом,16.00,16.00,27.00,320
1662,Макзавтрак Снек Ролл с омлетом и свиной котлетой,22.00,26.00,27.00,435
1663,Макзавтрак Фреш МакМаффин,18.00,21.00,33.00,400
1664,Макзавтрак Хашбраун,1.00,8.00,14.00,135
1665,Макзавтрак Чикен Фреш МакМаффин,19.00,13.00,41.00,365
1666,Маклюра (Адамово яблоко),,,,
1667,Маковник Сдобная особа,7.50,18.00,50.00,390
1668,Макрель,20.70,3.40,,113
1669,Макрурус,13.20,0.80,,60
1670,Малина,0.80,0.50,8.30,46
1671,Малина 4 сезона,0.80,0.50,8.30,39
1672,Малиновый сок,0.80,,24.70,100
1673,Мальтоза (солодовый сахар),,,95.30,362
1674,Маммея,0.50,0.50,9.50,51
1675,Манго,0.50,0.30,11.50,67
1676,Манго сушёный,1.50,0.80,81.60,314
1677,Манговый сок,,,13.50,54
1678,Мангольд,1.80,0.20,3.70,19
1679,Мангостан (мангостин),0.60,0.30,14.00,62
1680,Мандарин,0.80,0.20,7.50,33
1681,Мандарин консервированный,0.60,0.30,8.90,37
1682,Мандариновый компот,0.10,,18.10,69
1683,Мандариновый сок,0.80,0.30,8.10,36
1684,Манная каша на воде,2.50,0.20,16.80,80
1685,Манная каша на молоке,3.00,3.20,15.30,98
1686,Манная крупа,10.30,1.00,67.40,328
1687,Манная крупа Makfa,10.30,1.00,70.60,333
1688,Манная крупа Myllyn Paras,12.00,2.00,69.00,348
1689,Манная крупа Агро-Альянс,10.00,1.00,69.00,330
1690,Манная крупа с отрубями БИО Черный хлеб,13.10,4.60,61.50,340
1691,Маракуйя,2.40,0.40,13.40,68
1692,Маранг,2.50,0.70,27.30,125
1693,Маргарин низкокалорийный,0.50,60.00,0.70,545
1694,Маргарин Славянский,0.30,82.00,0.10,743
1695,Маргарин сливочный,0.50,82.00,,745
1696,Маргарин столовый молочный,0.30,82.00,1.00,743
1697,Маргарин столовый Сливочник 40%,,40.00,,360
1698,Маргарин Экстра,0.50,82.00,1.00,744
1699,Марлин,20.10,3.60,,112
1700,Мармелад жевательный Fruit-tella Микс,,,82.00,354
1701,Мармелад жевательный Haribo Berries,1.00,,84.00,341
1702,Мармелад жевательный Haribo Золотой мишка,6.90,,77.00,343
1703,Мармелад жевательный Бон Пари Айс Крим,5.50,,76.50,332
1704,Мармелад жевательный Бон Пари Бегемотики,4.30,,74.50,321
1705,Мармелад жевательный Бон Пари Весёлые челюсти,4.70,,75.20,325
1706,Мармелад жевательный Бон Пари Кислые червячки,3.60,,77.20,330
1707,Мармелад жевательный Бон Пари Кола,4.40,,75.00,322
1708,Мармелад жевательный Бон Пари Машинки,4.80,,75.90,329
1709,Мармелад жевательный Бон Пари Медвежата,4.80,,75.70,328
1710,Мармелад жевательный Бон Пари Морское царство,4.70,,73.80,320
1711,Мармелад жевательный Фру-фру Цветные акулы,3.50,,69.50,294
1712,Мармелад Мармеландия Лимонные дольки,0.10,,81.00,326
1713,Мармелад фруктово-ягодный,0.40,,76.60,293
1714,Мармелад фруктово-ягодный в шоколаде,1.50,9.20,64.20,349
1715,Мармеладные дольки,,,86.60,318
1716,Марула,0.60,0.50,9.60,48
1717,Марципан,6.80,21.20,65.30,479
1718,Маршмеллоу,1.80,0.20,81.30,318
1719,Масала,15.00,15.00,45.00,379
1720,Маслины,2.20,10.50,5.10,166
1721,Маслины Бондюэль с косточкой / без косточки,0.80,10.70,6.30,115
1722,Масло абрикосовое,,99.90,,899
1723,Масло авокадо,,100.00,,884
1724,Масло амаранта,,81.80,,736
1725,Масло арахисовое,,99.90,,899
1726,Масло арахисовое PB2 сухое обезжиренное,37.50,8.30,37.50,375
1727,Масло виноградных косточек,,99.90,,899
1728,Масло горчичное,,99.80,,898
1729,Масло грецкого ореха,,99.80,,898
1730,Масло зародышей пшеницы,,100.00,,884
1731,Масло иланг-иланга,,99.00,,890
1732,Масло какао,,99.90,,899
1733,Масло канолы,,99.00,,898
1734,Масло кедрового ореха,,99.00,,898
1735,Масло кокосовое,,99.90,,899
1736,Масло конопляное,,99.90,,899
1737,Масло кукурузное,,99.90,,899
1738,Масло кунжутное,,99.90,,899
1739,Масло лимонное,,100.00,,900
1740,Масло льняное,,99.80,,898
1741,Масло макадамии,9.20,74.60,10.00,708
1742,Масло маковое,,99.80,,898
1743,Масло миндальное,,90.70,,816
1744,Масло мускатного ореха,,100.00,0.10,899
1745,Масло облепиховое,,99.50,,896
1746,Масло овсяное,,99.00,,890
1747,Масло оливковое,,99.80,,898
1748,Масло оливковое Monini Classico Extra Vergine,,100.00,,900
1749,Масло ореховое,,100.00,,899
1750,Масло пальмовое,,99.90,,899
1751,Масло подсолнечное,,99.90,,900
1752,Масло рапсово-соевое,,99.90,,899
1753,Масло рапсовое,,99.90,,899
1754,Масло растительное нерафинированное,,99.00,,899
1755,Масло растительное рафинированное,,99.00,,899
1756,Масло расторопши,,98.00,,889
1757,Масло репейное,,100.00,,930
1758,Масло сафлоровое,,100.00,,880
1759,Масло сливочное,0.50,82.50,0.80,748
1760,Масло сливочное 60%,1.30,60.00,1.70,552
1761,Масло сливочное 67%,1.00,67.00,1.60,610
1762,Масло сливочное Валио 82%,0.70,82.00,0.70,740
1763,"Масло сливочное крестьянское несолёное 72,5%",1.00,72.50,1.40,662
1764,"Масло сливочное крестьянское солёное 72,5%",1.00,72.50,1.40,662
1765,Масло соевое,,99.90,,899
1766,Масло топлёное,0.20,99.00,,892
1767,Масло тыквенное,,99.50,,896
1768,Масло хлопковое,,99.00,,899
1769,Масло ши (карите),,98.00,,884
1770,Масло шишек хмеля,,99.00,,897
1771,Масло шоколадное,1.50,62.00,18.60,642
1772,Масляная рыба,18.80,4.20,,112
1773,Масляная рыба копченая,18.00,12.00,,180
1774,Маслята маринованные Золотая Долина,3.00,0.50,1.40,18
1775,Маслята свежие,2.40,0.70,1.70,19
1776,Мастика сахарная,,1.00,96.00,393
1777,Мать-и-мачеха,,,,1
1778,Мафальдине,12.00,1.50,72.20,350
1779,Махи-махи (корифена),18.50,0.70,,85
1780,Маца,10.50,1.30,69.90,312
1781,Мацони из козьего молока,2.90,4.40,3.20,64
1782,Мацони из коровьего молока,2.80,3.20,3.60,54
1783,Мацони из коровьего молока маложирный,2.90,1.50,3.60,40
1784,Маш-салат,1.10,,3.50,23
1785,Медвежье мясо,20.10,8.30,,155
1786,Меланж яичный,12.70,11.50,0.70,157
1787,Мелисса лекарственная,3.70,0.40,8.00,49
1788,Мелотрия (Африканский огурец),0.80,0.10,2.50,14
1789,Меренги (безе),2.60,20.80,60.50,440
1790,Мерланг,17.50,2.00,,88
1791,Меч-рыба,19.70,6.70,,144
1792,Мидии жареные,11.20,1.60,,59
1793,Мидии консервированные,17.50,2.00,,88
1794,Мидии маринованные,7.00,1.10,7.20,67
1795,Мидии отварные,9.10,1.50,,50
1796,Микрозелень,2.60,0.10,5.00,31
1797,Микс семян для прорастания,15.60,3.40,15.60,156
1798,Миндаль сладкий,18.60,57.70,16.20,645
1799,Миндальные лепестки,22.00,58.00,12.00,650
1800,Миндальный экстракт,0.10,0.10,0.10,
1801,Мини круассаны 7 Days с кокосовым кремом,7.00,26.30,42.00,433
1802,Мини круассаны 7 Days с кремом ваниль,7.00,26.30,44.00,441
1803,Мини круассаны 7 Days с кремом варёная сгущенка,8.00,26.30,44.00,445
1804,Мини круассаны 7 Days с кремом какао,7.00,26.30,44.00,441
1805,Мини круассаны 7 Days с кремом карамель,6.00,26.30,44.50,441
1806,Мини круассаны 7 Days с начинкой вишня,6.00,16.00,52.00,380
1807,Мини круассаны 7 Days с начинкой клубника,6.00,16.30,52.00,379
1808,Мини-печенье Медвежонок Барни для завтрака медовое,8.00,14.50,68.00,430
1809,Мини-печенье Медвежонок Барни для завтрака шоколадное,8.30,15.50,67.00,430
1810,Минога,17.50,2.00,,88
1811,Минога маринованная,17.50,2.00,,88
1812,Минтай (печень),6.00,50.00,,474
1813,Минтай (филе),16.00,1.00,,72
1814,Минтай в кляре,17.10,16.40,15.20,281
1815,Минтай отварной,17.60,1.00,,79
1816,Минтай под маринадом,13.50,12.60,11.00,211
1817,Минтай свежий,15.90,0.90,,72
1818,Миньонет,10.90,3.20,38.00,255
1819,Миринда,,,7.50,31
1820,Мирпуа,1.80,,7.80,38
1821,Мисо,12.30,5.50,24.60,197
1822,Многозерновая кашка 5 злаков Heinz без молока,6.90,1.80,83.00,374
1823,Многозерновая кашка Heinz Любопышки банан клубника йогуртная,13.00,10.90,65.00,410
1824,Многозерновая кашка Heinz Любопышки слива абрикос черника молочная,13.00,11.00,66.00,414
1825,Можжевельник,,,31.00,116
1826,Мойва весенняя,13.10,7.10,,116
1827,Мойва жареная,20.00,30.30,4.20,369
1828,Мойва копченая,18.00,22.00,,270
1829,Мойва маринованная,13.80,18.10,,217
1830,Мойва осенняя,13.60,18.10,,217
1831,Мойва свежая,13.40,11.50,,157
1832,Мойва соленая,13.60,18.10,,217
1833,Моллюски,16.70,1.10,,77
1834,Молоки рыбьи,16.00,2.90,,90
1835,Молоко,3.20,3.60,4.80,64
1836,Молоко 0.1% (обезжиренное),2.00,0.10,4.80,31
1837,Молоко 0.5%,2.80,0.50,4.90,35
1838,Молоко 0.7%,3.30,0.70,4.70,38
1839,Молоко 1%,3.30,1.00,4.80,41
1840,Молоко 1.5%,2.80,1.50,4.70,44
1841,Молоко 2.5%,2.80,2.50,4.70,52
1842,Молоко 3.2%,2.90,3.20,4.70,59
1843,Молоко 3.2% (пастеризованное),2.80,3.20,4.70,58
1844,Молоко 3.6%,2.80,3.60,4.70,62
1845,Молоко 4.5%,3.10,4.50,4.70,72
1846,Молоко Parmalat низколактозное 1.8%,3.00,1.80,4.70,47
1847,Молоко Агуша с витаминами А и С 3.2%,2.90,3.20,4.70,59
1848,Молоко Агуша с лактулозой 2.5%,3.00,3.20,4.50,59
1849,Молоко Агуша Я Сам! Иммунити 2.5%,2.90,2.50,4.80,53
1850,Молоко белковое,4.30,1.00,6.40,52
1851,Молоко буйволиное,4.00,7.80,4.90,106
1852,Молоко верблюжье,4.00,5.10,4.90,82
1853,Молоко из кешью органическое EcoMil,1.00,2.80,1.60,37
1854,Молоко имбирное,1.20,1.00,1.50,21
1855,Молоко кислое,2.20,2.50,3.50,60
1856,Молоко кобылье,2.20,1.00,5.80,41
1857,Молоко козье,3.60,3.30,4.80,68
1858,Молоко кокосовое Blue Dragon,1.80,14.90,2.70,152
1859,Молоко кокосовое Chaokoh Less Fat,1.00,7.50,1.30,75
1860,Молоко коровье свежее,2.90,3.50,4.70,62
1861,Молоко кунжутное,3.10,8.10,14.20,142
1862,Молоко овечье,6.50,7.70,4.80,110
1863,Молоко овсяное Alpro 1.2%,0.30,1.50,7.00,44
1864,Молоко ореховое,3.70,3.50,21.30,126
1865,Молоко Простоквашино 2.5%,2.90,2.50,4.70,53
1866,Молоко рисовое натуральное,0.10,1.30,12.20,60
1867,Молоко сгущённое без сахара,6.60,7.50,9.40,131
1868,Молоко сгущённое с сахаром,7.20,8.50,56.00,320
1869,Молоко сгущённое с сахаром нежирное,10.00,,58.00,272
1870,Молоко сгущённое со вкусом кокоса,5.00,8.50,56.00,320
1871,Молоко соевое,3.30,1.80,5.70,54
1872,Молоко соевое Alpro,3.30,1.80,,32
1873,Молоко соевое низкожирное,1.70,0.60,6.40,43
1874,Молоко соевое обезжиренное,2.50,,3.90,28
1875,Молоко сухое Беллакт 25%,24.20,25.00,39.00,478
1876,Молоко сухое обезжиренное,33.20,1.00,52.60,362
1877,Молоко сухое обезжиренное Алтайская пенка 1.5%,34.00,1.50,54.00,357
1878,Молоко сухое цельное,26.00,25.00,37.50,476
1879,Молоко топлёное,3.00,6.00,4.70,84
1880,Молоко Тёма детское 3.2%,3.00,3.20,4.70,60
1881,Молоко Тёма детское обогащенное 3.2%,2.90,3.20,4.70,59
1882,Молочко кедровое,2.30,4.50,1.20,55
1883,Мольва (морская щука),18.90,0.60,,87
1884,Момордика (Индийский огурец),0.80,0.10,3.00,15
1885,Мора,1.50,0.50,5.90,34
1886,Морепродукты,15.50,1.00,0.10,85
1887,Морепродукты консервированные,10.00,1.70,1.30,61
1888,Морепродукты Меридиан с заправкой для салата,10.20,1.60,2.90,65
1889,Морковная ботва,0.60,0.10,5.30,35
1890,Морковные палочки,1.00,,6.00,29
1891,Морковные палочки McDonalds,1.00,,6.00,27
1892,Морковный жмых,0.60,0.10,4.50,20
1893,Морковный сок,1.10,0.10,6.40,28
1894,Морковный сок Золотая Русь экзотик,,,11.00,44
1895,Морковь,1.30,0.10,6.90,32
1896,Морковь Бондюэль молодая целая,0.80,0.50,5.00,27
1897,Морковь Бондюэль молодая Экстра,0.50,0.70,4.20,25
1898,Морковь варёная,0.80,0.30,5.00,25
1899,Морковь жёлтая,1.30,0.10,7.20,33
1900,Морковь квашеная,1.30,0.10,4.50,26
1901,Морковь консервированная,0.60,0.10,3.60,23
1902,Морковь пассерованная,0.90,10.20,8.50,127
1903,Морковь по-корейски классическая готовая,1.10,8.20,10.70,121
1904,Морковь по-корейски острая готовая,1.20,9.00,12.90,137
1905,Морковь по-корейски с грибами готовая,1.30,5.00,5.70,71
1906,Морковь по-корейски с кальмарами готовая,5.30,11.40,7.70,152
1907,Морковь по-корейски с капустой готовая,,9.00,5.30,113
1908,Морковь по-корейски со спаржей готовая,1.50,7.10,6.10,95
